,Smoothed_Pedro,Smoothed_Santiago,Smoothed_Juan,Smoothed_Andrés,Smoothed_Bartolomé,Smoothed_Tiago,Smoothed_Isca,Smoothed_Tadeo,Smoothed_Mateo,Smoothed_Felipe,Smoothed_Simón,Smoothed_Tomás
2020-09-23 14:10:00,3.1818181818181817,0.5454545454545454,0.7272727272727273,-2.090909090909091,-0.18181818181818182,-0.36363636363636365,0.45454545454545453,0.45454545454545453,0.36363636363636365,1.1818181818181819,0.36363636363636365,-1.6363636363636365
2020-09-23 14:11:00,3.1666666666666665,0.5,0.6666666666666666,-2.4166666666666665,0.0,-0.16666666666666666,0.6666666666666666,0.4166666666666667,0.5833333333333334,1.25,0.5833333333333334,-1.6666666666666667
2020-09-23 14:12:00,3.230769230769231,0.38461538461538464,0.5384615384615384,-2.6923076923076925,0.23076923076923078,0.0,0.7692307692307693,0.38461538461538464,0.6923076923076923,1.3846153846153846,0.8461538461538461,-1.6923076923076923
2020-09-23 14:13:00,3.2142857142857144,0.2857142857142857,0.5,-2.857142857142857,0.5,0.21428571428571427,0.8571428571428571,0.35714285714285715,0.7142857142857143,1.4285714285714286,1.0714285714285714,-1.7142857142857142
2020-09-23 14:14:00,3.2,0.26666666666666666,0.4666666666666667,-3.0,0.8,0.3333333333333333,1.0,0.3333333333333333,0.8,1.5333333333333334,1.3333333333333333,-1.7333333333333334
2020-09-23 14:15:00,3.1875,0.25,0.4375,-3.125,1.0625,0.5,1.1875,0.3125,0.8125,1.5625,1.5,-1.75
2020-09-23 14:16:00,3.235294117647059,0.17647058823529413,0.35294117647058826,-3.176470588235294,1.2941176470588236,0.6470588235294118,1.3529411764705883,0.35294117647058826,0.8235294117647058,1.6470588235294117,1.588235294117647,-1.7647058823529411
2020-09-23 14:17:00,3.2777777777777777,0.05555555555555555,0.2777777777777778,-3.1666666666666665,1.4444444444444444,0.8333333333333334,1.5555555555555556,0.4444444444444444,0.7777777777777778,1.7222222222222223,1.6111111111111112,-1.7777777777777777
2020-09-23 14:18:00,3.3684210526315788,0.0,0.15789473684210525,-3.210526315789474,1.5789473684210527,0.9473684210526315,1.7894736842105263,0.5263157894736842,0.7894736842105263,1.736842105263158,1.6842105263157894,-1.8421052631578947
2020-09-23 14:19:00,3.5,-0.05,0.1,-3.25,1.7,1.1,2.0,0.6,0.8,1.75,1.75,-1.85
2020-09-23 14:20:00,3.6666666666666665,-0.14285714285714285,0.0,-3.238095238095238,1.8095238095238095,1.2857142857142858,2.142857142857143,0.6190476190476191,0.7619047619047619,1.7619047619047619,1.8571428571428572,-1.8571428571428572
2020-09-23 14:21:00,3.772727272727273,-0.2727272727272727,-0.045454545454545456,-3.227272727272727,1.8636363636363635,1.4545454545454546,2.227272727272727,0.5909090909090909,0.7272727272727273,1.8181818181818181,1.9090909090909092,-1.8636363636363635
2020-09-23 14:22:00,3.9130434782608696,-0.391304347826087,-0.13043478260869565,-3.260869565217391,1.9565217391304348,1.608695652173913,2.347826086956522,0.5217391304347826,0.6956521739130435,1.9130434782608696,1.9130434782608696,-1.8695652173913044
2020-09-23 14:23:00,4.083333333333333,-0.5416666666666666,-0.16666666666666666,-3.3333333333333335,2.0,1.75,2.5,0.5,0.7083333333333334,1.9583333333333333,1.875,-1.9166666666666667
2020-09-23 14:24:00,4.24,-0.68,-0.24,-3.4,2.04,1.92,2.64,0.48,0.68,2.0,1.84,-1.96
2020-09-23 14:25:00,4.346153846153846,-0.7692307692307693,-0.2692307692307692,-3.5,2.1153846153846154,2.0384615384615383,2.769230769230769,0.5,0.6538461538461539,2.076923076923077,1.8076923076923077,-1.9615384615384615
2020-09-23 14:26:00,4.481481481481482,-0.8148148148148148,-0.3333333333333333,-3.6296296296296298,2.2222222222222223,2.185185185185185,2.888888888888889,0.5555555555555556,0.6666666666666666,2.185185185185185,1.7777777777777777,-1.962962962962963
2020-09-23 14:27:00,4.642857142857143,-0.8571428571428571,-0.39285714285714285,-3.7857142857142856,2.2857142857142856,2.3214285714285716,3.0,0.5714285714285714,0.7142857142857143,2.25,1.7857142857142858,-1.9285714285714286
2020-09-23 14:28:00,4.758620689655173,-0.9310344827586207,-0.4827586206896552,-3.896551724137931,2.3448275862068964,2.413793103448276,3.0689655172413794,0.5862068965517241,0.7586206896551724,2.310344827586207,1.793103448275862,-1.8620689655172413
2020-09-23 14:29:00,4.9,-1.0333333333333334,-0.6,-4.033333333333333,2.3666666666666667,2.466666666666667,3.1333333333333333,0.6,0.7666666666666667,2.3333333333333335,1.7666666666666666,-1.8333333333333333
2020-09-23 14:30:00,5.0,-1.1612903225806452,-0.7419354838709677,-4.193548387096774,2.3870967741935485,2.5161290322580645,3.225806451612903,0.5806451612903226,0.8064516129032258,2.3225806451612905,1.7741935483870968,-1.8064516129032258
2020-09-23 14:31:00,5.0625,-1.3125,-0.875,-4.3125,2.375,2.53125,3.34375,0.53125,0.84375,2.28125,1.78125,-1.78125
2020-09-23 14:32:00,5.121212121212121,-1.4545454545454546,-1.0303030303030303,-4.454545454545454,2.3333333333333335,2.515151515151515,3.4242424242424243,0.45454545454545453,0.8787878787878788,2.272727272727273,1.7575757575757576,-1.7575757575757576
2020-09-23 14:33:00,5.205882352941177,-1.6176470588235294,-1.1470588235294117,-4.5588235294117645,2.323529411764706,2.5294117647058822,3.5294117647058822,0.38235294117647056,0.8823529411764706,2.2941176470588234,1.7647058823529411,-1.7352941176470589
2020-09-23 14:34:00,5.314285714285714,-1.7428571428571429,-1.2857142857142858,-4.6571428571428575,2.342857142857143,2.5142857142857142,3.6285714285714286,0.34285714285714286,0.9142857142857143,2.2857142857142856,1.8,-1.7428571428571429
2020-09-23 14:35:00,5.444444444444445,-1.8611111111111112,-1.3888888888888888,-4.777777777777778,2.3333333333333335,2.5,3.6944444444444446,0.3055555555555556,0.9722222222222222,2.25,1.8333333333333333,-1.75
2020-09-23 14:36:00,5.594594594594595,-1.972972972972973,-1.5135135135135136,-4.864864864864865,2.324324324324324,2.4594594594594597,3.7837837837837838,0.2972972972972973,1.054054054054054,2.189189189189189,1.837837837837838,-1.7567567567567568
2020-09-23 14:37:00,5.7368421052631575,-2.0526315789473686,-1.631578947368421,-4.921052631578948,2.3421052631578947,2.3947368421052633,3.8421052631578947,0.2894736842105263,1.1578947368421053,2.1315789473684212,1.8421052631578947,-1.736842105263158
2020-09-23 14:38:00,5.871794871794871,-2.1025641025641026,-1.7692307692307692,-4.948717948717949,2.358974358974359,2.3076923076923075,3.871794871794872,0.2564102564102564,1.2820512820512822,2.1025641025641026,1.8205128205128205,-1.7435897435897436
2020-09-23 14:39:00,6.025,-2.15,-1.875,-4.975,2.35,2.25,3.9,0.225,1.425,2.1,1.775,-1.775
2020-09-23 14:40:00,6.170731707317073,-2.2195121951219514,-2.0,-5.024390243902439,2.317073170731707,2.2195121951219514,3.926829268292683,0.21951219512195122,1.5609756097560976,2.097560975609756,1.7560975609756098,-1.7804878048780488
2020-09-23 14:41:00,6.333333333333333,-2.3095238095238093,-2.142857142857143,-5.071428571428571,2.2857142857142856,2.2142857142857144,3.9523809523809526,0.21428571428571427,1.6666666666666667,2.119047619047619,1.7142857142857142,-1.7619047619047619
2020-09-23 14:42:00,6.465116279069767,-2.4186046511627906,-2.255813953488372,-5.116279069767442,2.2325581395348837,2.2093023255813953,3.9767441860465116,0.23255813953488372,1.7906976744186047,2.116279069767442,1.6744186046511629,-1.744186046511628
2020-09-23 14:43:00,6.590909090909091,-2.5454545454545454,-2.340909090909091,-5.181818181818182,2.159090909090909,2.2045454545454546,3.977272727272727,0.25,1.8863636363636365,2.1136363636363638,1.6363636363636365,-1.7272727272727273
2020-09-23 14:44:00,6.711111111111111,-2.6444444444444444,-2.422222222222222,-5.222222222222222,2.066666666666667,2.1777777777777776,3.9555555555555557,0.26666666666666666,1.9555555555555555,2.088888888888889,1.5777777777777777,-1.7333333333333334
2020-09-23 14:45:00,6.955555555555556,-2.8444444444444446,-2.5555555555555554,-5.377777777777778,2.066666666666667,2.2,4.022222222222222,0.26666666666666666,2.088888888888889,2.111111111111111,1.5777777777777777,-1.7777777777777777
2020-09-23 14:46:00,7.2,-3.022222222222222,-2.7111111111111112,-5.488888888888889,2.022222222222222,2.2222222222222223,4.044444444444444,0.28888888888888886,2.2666666666666666,2.1555555555555554,1.5555555555555556,-1.8444444444444446
2020-09-23 14:47:00,7.444444444444445,-3.2222222222222223,-2.8666666666666667,-5.6,2.022222222222222,2.2666666666666666,4.066666666666666,0.28888888888888886,2.4,2.1555555555555554,1.5555555555555556,-1.8666666666666667
2020-09-23 14:48:00,7.666666666666667,-3.466666666666667,-2.977777777777778,-5.711111111111111,2.022222222222222,2.2888888888888888,4.088888888888889,0.3111111111111111,2.577777777777778,2.1333333333333333,1.5555555555555556,-1.8444444444444446
2020-09-23 14:49:00,7.888888888888889,-3.6666666666666665,-3.088888888888889,-5.822222222222222,2.0444444444444443,2.311111111111111,4.066666666666666,0.3333333333333333,2.7555555555555555,2.111111111111111,1.6,-1.8444444444444446
2020-09-23 14:50:00,8.11111111111111,-3.888888888888889,-3.1555555555555554,-5.911111111111111,2.022222222222222,2.311111111111111,4.088888888888889,0.35555555555555557,2.888888888888889,2.066666666666667,1.6222222222222222,-1.8444444444444446
2020-09-23 14:51:00,8.333333333333334,-4.088888888888889,-3.2444444444444445,-5.977777777777778,2.022222222222222,2.3555555555555556,4.088888888888889,0.4,2.977777777777778,2.022222222222222,1.6666666666666667,-1.8666666666666667
2020-09-23 14:52:00,8.533333333333333,-4.288888888888889,-3.2888888888888888,-6.044444444444444,2.0,2.3555555555555556,4.088888888888889,0.4,3.0444444444444443,1.9555555555555555,1.711111111111111,-1.8666666666666667
2020-09-23 14:53:00,8.71111111111111,-4.511111111111111,-3.3555555555555556,-6.066666666666666,1.9333333333333333,2.3777777777777778,4.066666666666666,0.4,3.1333333333333333,1.8888888888888888,1.711111111111111,-1.8888888888888888
2020-09-23 14:54:00,8.844444444444445,-4.733333333333333,-3.466666666666667,-6.088888888888889,1.8666666666666667,2.4,4.0,0.37777777777777777,3.2222222222222223,1.8,1.6888888888888889,-1.8888888888888888
2020-09-23 14:55:00,8.955555555555556,-4.955555555555556,-3.6,-6.111111111111111,1.7777777777777777,2.4,3.911111111111111,0.37777777777777777,3.2888888888888888,1.711111111111111,1.6222222222222222,-1.8888888888888888
2020-09-23 14:56:00,9.088888888888889,-5.155555555555556,-3.7111111111111112,-6.133333333333334,1.6666666666666667,2.4,3.8,0.4,3.311111111111111,1.6222222222222222,1.5555555555555556,-1.9333333333333333
2020-09-23 14:57:00,9.222222222222221,-5.355555555555555,-3.8,-6.133333333333334,1.5555555555555556,2.3777777777777778,3.7111111111111112,0.4222222222222222,3.3555555555555556,1.5333333333333334,1.4444444444444444,-1.9777777777777779
2020-09-23 14:58:00,9.355555555555556,-5.555555555555555,-3.888888888888889,-6.155555555555556,1.4,2.311111111111111,3.6,0.4222222222222222,3.4444444444444446,1.4444444444444444,1.3555555555555556,-2.022222222222222
2020-09-23 14:59:00,9.488888888888889,-5.8,-3.977777777777778,-6.177777777777778,1.2222222222222223,2.2444444444444445,3.488888888888889,0.4,3.511111111111111,1.3555555555555556,1.2444444444444445,-2.066666666666667
2020-09-23 15:00:00,9.6,-6.022222222222222,-4.044444444444444,-6.2,1.0444444444444445,2.1555555555555554,3.3555555555555556,0.4,3.6,1.3111111111111111,1.1555555555555554,-2.088888888888889
2020-09-23 15:01:00,9.71111111111111,-6.2,-4.111111111111111,-6.2444444444444445,0.8888888888888888,2.0444444444444443,3.2222222222222223,0.35555555555555557,3.6666666666666665,1.2666666666666666,1.0888888888888888,-2.111111111111111
2020-09-23 15:02:00,9.822222222222223,-6.333333333333333,-4.177777777777778,-6.288888888888889,0.7333333333333333,1.9333333333333333,3.066666666666667,0.26666666666666666,3.7777777777777777,1.2444444444444445,1.0666666666666667,-2.111111111111111
2020-09-23 15:03:00,9.88888888888889,-6.511111111111111,-4.2444444444444445,-6.333333333333333,0.6,1.8444444444444446,2.911111111111111,0.2,3.8666666666666667,1.2444444444444445,1.0444444444444445,-2.088888888888889
2020-09-23 15:04:00,9.911111111111111,-6.711111111111111,-4.355555555555555,-6.4,0.4444444444444444,1.7333333333333334,2.7777777777777777,0.13333333333333333,3.9555555555555557,1.2444444444444445,1.0444444444444445,-2.088888888888889
2020-09-23 15:05:00,9.933333333333334,-6.911111111111111,-4.4222222222222225,-6.488888888888889,0.3111111111111111,1.6222222222222222,2.688888888888889,0.06666666666666667,4.066666666666666,1.2222222222222223,1.0222222222222221,-2.066666666666667
2020-09-23 15:06:00,9.955555555555556,-7.088888888888889,-4.511111111111111,-6.555555555555555,0.17777777777777778,1.5333333333333334,2.6222222222222222,0.022222222222222223,4.2,1.1555555555555554,1.0,-2.066666666666667
2020-09-23 15:07:00,9.955555555555556,-7.288888888888889,-4.5777777777777775,-6.5777777777777775,0.044444444444444446,1.4222222222222223,2.533333333333333,0.022222222222222223,4.311111111111111,1.0888888888888888,1.0222222222222221,-2.0444444444444443
2020-09-23 15:08:00,9.911111111111111,-7.466666666666667,-4.644444444444445,-6.5777777777777775,-0.08888888888888889,1.3111111111111111,2.422222222222222,0.022222222222222223,4.377777777777778,1.0666666666666667,1.0666666666666667,-2.0
2020-09-23 15:09:00,9.88888888888889,-7.622222222222222,-4.666666666666667,-6.5777777777777775,-0.2222222222222222,1.1777777777777778,2.3333333333333335,0.022222222222222223,4.488888888888889,1.0444444444444445,1.0888888888888888,-1.9333333333333333
2020-09-23 15:10:00,9.866666666666667,-7.822222222222222,-4.711111111111111,-6.533333333333333,-0.35555555555555557,1.0888888888888888,2.2666666666666666,-0.022222222222222223,4.622222222222222,1.0,1.0888888888888888,-1.8666666666666667
2020-09-23 15:11:00,9.8,-8.044444444444444,-4.7555555555555555,-6.444444444444445,-0.4888888888888889,0.9777777777777777,2.1777777777777776,-0.1111111111111111,4.711111111111111,0.9555555555555556,1.1111111111111112,-1.7777777777777777
2020-09-23 15:12:00,9.688888888888888,-8.244444444444444,-4.822222222222222,-6.311111111111111,-0.6222222222222222,0.8444444444444444,2.111111111111111,-0.15555555555555556,4.7555555555555555,0.9555555555555556,1.1111111111111112,-1.711111111111111
2020-09-23 15:13:00,9.6,-8.4,-4.888888888888889,-6.2,-0.7777777777777778,0.7333333333333333,2.088888888888889,-0.2222222222222222,4.777777777777778,0.9777777777777777,1.0888888888888888,-1.6444444444444444
2020-09-23 15:14:00,9.488888888888889,-8.555555555555555,-4.911111111111111,-6.044444444444444,-0.9111111111111111,0.6444444444444445,2.066666666666667,-0.3111111111111111,4.822222222222222,1.0444444444444445,1.0666666666666667,-1.5777777777777777
2020-09-23 15:15:00,9.422222222222222,-8.71111111111111,-4.911111111111111,-5.888888888888889,-1.0222222222222221,0.5333333333333333,2.022222222222222,-0.37777777777777777,4.822222222222222,1.1111111111111112,1.0444444444444445,-1.511111111111111
2020-09-23 15:16:00,9.377777777777778,-8.866666666666667,-4.888888888888889,-5.7555555555555555,-1.1333333333333333,0.4222222222222222,1.9777777777777779,-0.4444444444444444,4.8,1.1777777777777778,1.0222222222222221,-1.4222222222222223
2020-09-23 15:17:00,9.355555555555556,-9.0,-4.822222222222222,-5.5777777777777775,-1.2222222222222223,0.3111111111111111,1.9777777777777779,-0.4888888888888889,4.7555555555555555,1.2,1.0222222222222221,-1.3111111111111111
2020-09-23 15:18:00,9.28888888888889,-9.11111111111111,-4.777777777777778,-5.4222222222222225,-1.3555555555555556,0.2,1.9333333333333333,-0.5555555555555556,4.711111111111111,1.2,0.9777777777777777,-1.2
2020-09-23 15:19:00,9.177777777777777,-9.266666666666667,-4.733333333333333,-5.288888888888889,-1.488888888888889,0.08888888888888889,1.9111111111111112,-0.6666666666666666,4.622222222222222,1.2444444444444445,0.9111111111111111,-1.0444444444444445
2020-09-23 15:20:00,9.066666666666666,-9.422222222222222,-4.688888888888889,-5.133333333333334,-1.6,-0.044444444444444446,1.9111111111111112,-0.7555555555555555,4.488888888888889,1.288888888888889,0.8444444444444444,-0.9111111111111111
2020-09-23 15:21:00,8.911111111111111,-9.577777777777778,-4.6,-4.977777777777778,-1.6888888888888889,-0.17777777777777778,1.9111111111111112,-0.8888888888888888,4.333333333333333,1.3555555555555556,0.8,-0.7777777777777778
2020-09-23 15:22:00,8.755555555555556,-9.755555555555556,-4.488888888888889,-4.822222222222222,-1.8222222222222222,-0.26666666666666666,1.9555555555555555,-1.0222222222222221,4.155555555555556,1.4222222222222223,0.7555555555555555,-0.6666666666666666
2020-09-23 15:23:00,8.6,-9.955555555555556,-4.333333333333333,-4.711111111111111,-1.9333333333333333,-0.3111111111111111,2.0,-1.1111111111111112,3.9555555555555557,1.488888888888889,0.7333333333333333,-0.5555555555555556
2020-09-23 15:24:00,8.422222222222222,-10.133333333333333,-4.177777777777778,-4.5777777777777775,-2.0444444444444443,-0.35555555555555557,2.066666666666667,-1.2,3.7333333333333334,1.511111111111111,0.7555555555555555,-0.4222222222222222
2020-09-23 15:25:00,8.266666666666667,-10.266666666666667,-4.022222222222222,-4.444444444444445,-2.1555555555555554,-0.4222222222222222,2.1555555555555554,-1.3333333333333333,3.511111111111111,1.5555555555555556,0.7333333333333333,-0.28888888888888886
2020-09-23 15:26:00,8.066666666666666,-10.4,-3.8666666666666667,-4.288888888888889,-2.2666666666666666,-0.5111111111111111,2.2222222222222223,-1.4444444444444444,3.2888888888888888,1.5777777777777777,0.7111111111111111,-0.17777777777777778
2020-09-23 15:27:00,7.888888888888889,-10.533333333333333,-3.7333333333333334,-4.155555555555556,-2.3333333333333335,-0.6,2.2666666666666666,-1.5555555555555556,3.022222222222222,1.6444444444444444,0.7111111111111111,-0.08888888888888889
2020-09-23 15:28:00,7.733333333333333,-10.644444444444444,-3.6,-4.0,-2.3777777777777778,-0.7111111111111111,2.311111111111111,-1.6888888888888889,2.7777777777777777,1.6888888888888889,0.7333333333333333,0.022222222222222223
2020-09-23 15:29:00,7.6,-10.777777777777779,-3.488888888888889,-3.8666666666666667,-2.4,-0.7777777777777778,2.4,-1.8444444444444446,2.5555555555555554,1.7777777777777777,0.7555555555555555,0.17777777777777778
2020-09-23 15:30:00,7.488888888888889,-10.866666666666667,-3.3777777777777778,-3.7333333333333334,-2.422222222222222,-0.8666666666666667,2.533333333333333,-2.0,2.2888888888888888,1.8888888888888888,0.7333333333333333,0.3333333333333333
2020-09-23 15:31:00,7.355555555555555,-10.977777777777778,-3.2666666666666666,-3.6222222222222222,-2.4,-0.9555555555555556,2.7111111111111112,-2.1555555555555554,1.9777777777777779,1.9555555555555555,0.7555555555555555,0.4888888888888889
2020-09-23 15:32:00,7.2,-11.044444444444444,-3.2,-3.533333333333333,-2.422222222222222,-1.0888888888888888,2.911111111111111,-2.3333333333333335,1.6666666666666667,2.022222222222222,0.7777777777777778,0.6444444444444445
2020-09-23 15:33:00,7.044444444444444,-11.066666666666666,-3.1333333333333333,-3.466666666666667,-2.466666666666667,-1.2222222222222223,3.088888888888889,-2.511111111111111,1.3111111111111111,2.066666666666667,0.7777777777777778,0.7777777777777778
2020-09-23 15:34:00,6.866666666666666,-11.133333333333333,-3.088888888888889,-3.4,-2.5555555555555554,-1.3777777777777778,3.311111111111111,-2.7111111111111112,0.9333333333333333,2.066666666666667,0.7555555555555555,0.9333333333333333
2020-09-23 15:35:00,6.666666666666667,-11.222222222222221,-3.066666666666667,-3.311111111111111,-2.6,-1.511111111111111,3.533333333333333,-2.933333333333333,0.6,2.066666666666667,0.7555555555555555,1.0888888888888888
2020-09-23 15:36:00,6.466666666666667,-11.311111111111112,-3.0444444444444443,-3.2,-2.6666666666666665,-1.6888888888888889,3.7555555555555555,-3.1555555555555554,0.3111111111111111,2.111111111111111,0.7333333333333333,1.2444444444444445
2020-09-23 15:37:00,6.311111111111111,-11.444444444444445,-3.066666666666667,-3.111111111111111,-2.7333333333333334,-1.8666666666666667,3.9555555555555557,-3.3777777777777778,0.0,2.1777777777777776,0.7111111111111111,1.4222222222222223
2020-09-23 15:38:00,6.155555555555556,-11.577777777777778,-3.088888888888889,-3.022222222222222,-2.7555555555555555,-2.022222222222222,4.155555555555556,-3.6,-0.3333333333333333,2.2888888888888888,0.7111111111111111,1.6222222222222222
2020-09-23 15:39:00,6.022222222222222,-11.71111111111111,-3.088888888888889,-2.888888888888889,-2.8,-2.1777777777777776,4.4,-3.8,-0.6444444444444445,2.422222222222222,0.7333333333333333,1.8222222222222222
2020-09-23 15:40:00,5.911111111111111,-11.8,-3.066666666666667,-2.7555555555555555,-2.8222222222222224,-2.3555555555555556,4.644444444444445,-4.022222222222222,-0.9777777777777777,2.533333333333333,0.7777777777777778,2.066666666666667
2020-09-23 15:41:00,5.822222222222222,-11.88888888888889,-3.066666666666667,-2.6222222222222222,-2.8444444444444446,-2.533333333333333,4.911111111111111,-4.222222222222222,-1.2666666666666666,2.6222222222222222,0.8,2.3555555555555556
2020-09-23 15:42:00,5.733333333333333,-11.955555555555556,-3.0444444444444443,-2.511111111111111,-2.888888888888889,-2.688888888888889,5.155555555555556,-4.4,-1.5777777777777777,2.6666666666666665,0.8444444444444444,2.6444444444444444
2020-09-23 15:43:00,5.666666666666667,-12.0,-3.0444444444444443,-2.422222222222222,-2.888888888888889,-2.8222222222222224,5.444444444444445,-4.555555555555555,-1.8888888888888888,2.7111111111111112,0.8666666666666667,2.9555555555555557
2020-09-23 15:44:00,5.6,-12.044444444444444,-3.022222222222222,-2.311111111111111,-2.911111111111111,-2.933333333333333,5.733333333333333,-4.666666666666667,-2.2222222222222223,2.7333333333333334,0.8666666666666667,3.2666666666666666
2020-09-23 15:45:00,5.5777777777777775,-12.133333333333333,-3.0,-2.2222222222222223,-2.933333333333333,-3.066666666666667,6.022222222222222,-4.8,-2.577777777777778,2.7111111111111112,0.8444444444444444,3.577777777777778
2020-09-23 15:46:00,5.555555555555555,-12.222222222222221,-2.977777777777778,-2.1333333333333333,-2.9555555555555557,-3.1555555555555554,6.311111111111111,-4.911111111111111,-2.911111111111111,2.6444444444444444,0.8222222222222222,3.911111111111111
2020-09-23 15:47:00,5.511111111111111,-12.311111111111112,-2.977777777777778,-2.066666666666667,-2.9555555555555557,-3.2666666666666666,6.622222222222222,-5.022222222222222,-3.2888888888888888,2.577777777777778,0.7555555555555555,4.222222222222222
2020-09-23 15:48:00,5.466666666666667,-12.377777777777778,-2.933333333333333,-1.9777777777777779,-2.977777777777778,-3.3777777777777778,6.911111111111111,-5.155555555555556,-3.6666666666666665,2.488888888888889,0.6444444444444445,4.555555555555555
2020-09-23 15:49:00,5.444444444444445,-12.422222222222222,-2.8666666666666667,-1.8666666666666667,-3.0,-3.466666666666667,7.155555555555556,-5.288888888888889,-4.022222222222222,2.422222222222222,0.4888888888888889,4.866666666666666
2020-09-23 15:50:00,5.4222222222222225,-12.422222222222222,-2.8222222222222224,-1.7333333333333334,-3.0444444444444443,-3.5555555555555554,7.4,-5.4,-4.4,2.3777777777777778,0.35555555555555557,5.177777777777778
2020-09-23 15:51:00,5.4,-12.444444444444445,-2.8,-1.6,-3.066666666666667,-3.688888888888889,7.666666666666667,-5.511111111111111,-4.777777777777778,2.3555555555555556,0.26666666666666666,5.511111111111111
2020-09-23 15:52:00,5.355555555555555,-12.422222222222222,-2.7777777777777777,-1.4666666666666666,-3.111111111111111,-3.8,7.911111111111111,-5.666666666666667,-5.155555555555556,2.311111111111111,0.15555555555555556,5.8
2020-09-23 15:53:00,5.311111111111111,-12.4,-2.8,-1.3555555555555556,-3.1333333333333333,-3.933333333333333,8.133333333333333,-5.866666666666666,-5.533333333333333,2.2444444444444445,0.06666666666666667,6.088888888888889
2020-09-23 15:54:00,5.2444444444444445,-12.377777777777778,-2.8222222222222224,-1.2222222222222223,-3.1333333333333333,-4.044444444444444,8.355555555555556,-6.066666666666666,-5.911111111111111,2.2,0.0,6.377777777777778
2020-09-23 15:55:00,5.2,-12.355555555555556,-2.8444444444444446,-1.1111111111111112,-3.1555555555555554,-4.177777777777778,8.555555555555555,-6.266666666666667,-6.333333333333333,2.1777777777777776,-0.022222222222222223,6.644444444444445
2020-09-23 15:56:00,5.155555555555556,-12.333333333333334,-2.8444444444444446,-1.0,-3.2222222222222223,-4.311111111111111,8.8,-6.4222222222222225,-6.7555555555555555,2.1555555555555554,-0.08888888888888889,6.911111111111111
2020-09-23 15:57:00,5.155555555555556,-12.355555555555556,-2.8444444444444446,-0.8888888888888888,-3.2444444444444445,-4.444444444444445,9.044444444444444,-6.622222222222222,-7.155555555555556,2.088888888888889,-0.15555555555555556,7.177777777777778
2020-09-23 15:58:00,5.155555555555556,-12.422222222222222,-2.8,-0.7777777777777778,-3.2666666666666666,-4.5777777777777775,9.266666666666667,-6.8,-7.511111111111111,2.0,-0.2,7.4222222222222225
2020-09-23 15:59:00,5.133333333333334,-12.488888888888889,-2.8,-0.6888888888888889,-3.2666666666666666,-4.711111111111111,9.511111111111111,-6.933333333333334,-7.844444444444444,1.8888888888888888,-0.2,7.711111111111111
2020-09-23 16:00:00,5.066666666666666,-12.533333333333333,-2.7777777777777777,-0.5555555555555556,-3.311111111111111,-4.822222222222222,9.755555555555556,-7.088888888888889,-8.133333333333333,1.7777777777777777,-0.24444444444444444,7.977777777777778
2020-09-23 16:01:00,4.977777777777778,-12.533333333333333,-2.7555555555555555,-0.4,-3.3555555555555556,-4.933333333333334,9.955555555555556,-7.2,-8.422222222222222,1.6888888888888889,-0.26666666666666666,8.244444444444444
2020-09-23 16:02:00,4.866666666666666,-12.555555555555555,-2.7555555555555555,-0.28888888888888886,-3.4,-5.022222222222222,10.155555555555555,-7.333333333333333,-8.71111111111111,1.6444444444444444,-0.28888888888888886,8.466666666666667
